transaction_id,customer_id,segment,sku,product_name,category,supplier,quantity,base_price,unit_price,total_amount,discount_pct,date,month,quarter,payment_terms,source
TXN-001129,CUST-0063,biotech_startup,CHEM-5362129,"(2S,3aS,6aS)-1-[(2S)-2-[[(2S)-1-ethoxy-1-oxo-4-phenylbutan-2-yl]amino]propanoyl]-3,3a,4,5,6,6a-hexah",organic_chemicals,Merck,94,248.4,284.69,26760.94,8.31,2024-09-04,9,Q3,NET15,real_market_simulation
TXN-001130,CUST-0123,pharma_enterprise,CHEM-5090,3-(4-methylsulfonylphenyl)-4-phenyl-2H-furan-5-one,specialty_chemicals,VWR,100,259.51,205.52,20552.33,12.0,2024-12-23,12,Q4,NET45,real_market_simulation
TXN-001131,CUST-0036,academic_research,CHEM-6918485,"4-[2-[(2R,3R)-3-(2,5-difluorophenyl)-3-hydroxy-4-(1,2,4-triazol-1-yl)butan-2-yl]-1,3-thiazol-4-yl]be",specialty_chemicals,Cayman Chemical,2,318.62,284.24,568.47,15.04,2024-11-24,11,Q4,NET30,real_market_simulation
TXN-001132,CUST-0076,biotech_startup,CHEM-5280343,"2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxychromen-4-one",specialty_chemicals,Cayman Chemical,67,207.5,157.28,10538.07,15.78,2025-05-20,5,Q2,NET15,real_market_simulation
TXN-001133,CUST-0022,academic_research,CHEM-5281004,"(1S,2S,4R,8S,9S,11S,12S,13R)-11-hydroxy-8-(2-hydroxyacetyl)-9,13-dimethyl-6-propyl-5,7-dioxapentacyc",specialty_chemicals,Cayman Chemical,10,261.78,253.85,2538.54,11.84,2025-02-13,2,Q1,NET30,real_market_simulation
TXN-001134,CUST-0200,contract_research,CHEM-5090,3-(4-methylsulfonylphenyl)-4-phenyl-2H-furan-5-one,specialty_chemicals,Cayman Chemical,100,202.4,216.72,21671.77,10.77,2025-03-24,3,Q1,NET30,real_market_simulation
TXN-001135,CUST-0144,pharma_enterprise,CHEM-5282102,"5,7-dihydroxy-2-(4-hydroxyphenyl)-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]ox",specialty_chemicals,Sigma-Aldrich,100,278.86,254.24,25424.06,4.03,2025-07-01,7,Q3,NET45,real_market_simulation
TXN-001136,CUST-0031,academic_research,CHEM-5359596,arsenic,specialty_chemicals,Cayman Chemical,11,85.09,77.77,855.48,12.95,2024-11-18,11,Q4,NET30,real_market_simulation
TXN-001137,CUST-0147,pharma_enterprise,CHEM-3672,2-[4-(2-methylpropyl)phenyl]propanoic acid,organic_chemicals,Merck,100,140.2,129.93,12992.76,2.45,2025-07-27,7,Q3,NET45,real_market_simulation
TXN-001138,CUST-0037,academic_research,CHEM-6918485,"4-[2-[(2R,3R)-3-(2,5-difluorophenyl)-3-hydroxy-4-(1,2,4-triazol-1-yl)butan-2-yl]-1,3-thiazol-4-yl]be",specialty_chemicals,Cayman Chemical,11,318.62,251.57,2767.3,16.89,2025-07-17,7,Q3,NET30,real_market_simulation
TXN-001139,CUST-0039,academic_research,CHEM-5280863,"3,5,7-trihydroxy-2-(4-hydroxyphenyl)chromen-4-one",specialty_chemicals,VWR,9,203.74,226.91,2042.19,10.9,2024-09-27,9,Q3,NET30,real_market_simulation
TXN-001140,CUST-0118,pharma_enterprise,CHEM-5359596,arsenic,specialty_chemicals,Cayman Chemical,100,85.09,85.35,8535.19,4.47,2024-11-20,11,Q4,NET45,real_market_simulation
TXN-001141,CUST-0048,academic_research,CHEM-5282102,"5,7-dihydroxy-2-(4-hydroxyphenyl)-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]ox",specialty_chemicals,Sigma-Aldrich,1,278.86,216.05,216.05,18.45,2025-04-25,4,Q2,NET30,real_market_simulation
TXN-001142,CUST-0042,academic_research,CHEM-60823,"(3R,5R)-7-[2-(4-fluorophenyl)-3-phenyl-4-(phenylcarbamoyl)-5-propan-2-ylpyrrol-1-yl]-3,5-dihydroxyhe",organic_chemicals,Thermo Fisher,12,345.39,310.52,3726.25,14.38,2024-11-10,11,Q4,NET30,real_market_simulation
TXN-001143,CUST-0194,contract_research,CHEM-5280343,"2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxychromen-4-one",specialty_chemicals,Cayman Chemical,100,207.5,199.88,19988.45,8.26,2024-11-17,11,Q4,NET30,real_market_simulation
TXN-001144,CUST-0062,biotech_startup,CHEM-6918485,"4-[2-[(2R,3R)-3-(2,5-difluorophenyl)-3-hydroxy-4-(1,2,4-triazol-1-yl)butan-2-yl]-1,3-thiazol-4-yl]be",specialty_chemicals,Cayman Chemical,41,318.62,276.61,11341.08,8.62,2025-07-16,7,Q3,NET15,real_market_simulation
TXN-001145,CUST-0017,academic_research,CHEM-2519,"1,3,7-trimethylpurine-2,6-dione",specialty_chemicals,Sigma-Aldrich,21,122.05,88.73,1863.37,14.47,2025-06-30,6,Q2,NET30,real_market_simulation
TXN-001146,CUST-0090,pharma_enterprise,CHEM-681,"4-(2-aminoethyl)benzene-1,2-diol",specialty_chemicals,Merck,100,116.34,108.78,10877.99,1.58,2025-07-05,7,Q3,NET45,real_market_simulation
TXN-001147,CUST-0044,academic_research,CHEM-5362129,"(2S,3aS,6aS)-1-[(2S)-2-[[(2S)-1-ethoxy-1-oxo-4-phenylbutan-2-yl]amino]propanoyl]-3,3a,4,5,6,6a-hexah",organic_chemicals,Merck,4,248.4,203.12,812.49,13.92,2025-04-29,4,Q2,NET30,real_market_simulation
TXN-001148,CUST-0087,pharma_enterprise,CHEM-135398633,"[[(2R,3S,4R,5R)-5-(2-amino-6-oxo-1H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] ",specialty_chemicals,VWR,100,288.91,315.19,31519.18,5.13,2024-10-12,10,Q4,NET45,real_market_simulation
TXN-001149,CUST-0122,pharma_enterprise,CHEM-6918485,"4-[2-[(2R,3R)-3-(2,5-difluorophenyl)-3-hydroxy-4-(1,2,4-triazol-1-yl)butan-2-yl]-1,3-thiazol-4-yl]be",specialty_chemicals,Cayman Chemical,100,318.62,278.34,27834.24,2.93,2024-12-11,12,Q4,NET45,real_market_simulation
TXN-001150,CUST-0091,pharma_enterprise,CHEM-3364,"6-[[3-(2-chloro-6-fluorophenyl)-5-methyl-1,2-oxazole-4-carbonyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-a",organic_chemicals,Cayman Chemical,100,312.91,340.01,34000.74,5.51,2025-01-04,1,Q1,NET45,real_market_simulation
TXN-001151,CUST-0025,academic_research,CHEM-2244,2-acetyloxybenzoic acid,organic_chemicals,VWR,5,107.42,96.75,483.74,14.22,2024-08-25,8,Q3,NET30,real_market_simulation
TXN-001152,CUST-0178,government_lab,CHEM-3672,2-[4-(2-methylpropyl)phenyl]propanoic acid,organic_chemicals,Merck,49,140.2,125.45,6146.83,14.78,2025-08-09,8,Q3,NET60,real_market_simulation
TXN-001153,CUST-0014,academic_research,CHEM-5280934,"(9Z,12Z,15Z)-octadeca-9,12,15-trienoic acid",organic_chemicals,Sigma-Aldrich,15,227.38,212.36,3185.46,18.79,2025-01-25,1,Q1,NET30,real_market_simulation
TXN-001154,CUST-0001,academic_research,CHEM-3672,2-[4-(2-methylpropyl)phenyl]propanoic acid,organic_chemicals,Merck,3,140.2,105.83,317.48,16.13,2025-05-28,5,Q2,NET30,real_market_simulation
TXN-001155,CUST-0061,biotech_startup,CHEM-5282102,"5,7-dihydroxy-2-(4-hydroxyphenyl)-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]ox",specialty_chemicals,Sigma-Aldrich,27,278.86,272.33,7352.9,11.22,2025-02-09,2,Q1,NET15,real_market_simulation
TXN-001156,CUST-0124,pharma_enterprise,CHEM-5282102,"5,7-dihydroxy-2-(4-hydroxyphenyl)-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]ox",specialty_chemicals,Sigma-Aldrich,100,278.86,287.42,28741.61,10.38,2024-10-09,10,Q4,NET45,real_market_simulation
TXN-001157,CUST-0019,academic_research,CHEM-5282102,"5,7-dihydroxy-2-(4-hydroxyphenyl)-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]ox",specialty_chemicals,Sigma-Aldrich,15,278.86,263.35,3950.31,21.3,2025-03-14,3,Q1,NET30,real_market_simulation
TXN-001158,CUST-0128,pharma_enterprise,CHEM-439155,"(2S)-2-amino-4-[[(2S,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methylsulfanyl]butanoi",organic_chemicals,VWR,100,240.78,194.27,19427.42,10.35,2025-05-11,5,Q2,NET45,real_market_simulation
TXN-001159,CUST-0056,biotech_startup,CHEM-5280445,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxychromen-4-one",specialty_chemicals,VWR,44,211.9,161.24,7094.74,15.45,2024-12-17,12,Q4,NET15,real_market_simulation
TXN-001160,CUST-0164,government_lab,CHEM-439155,"(2S)-2-amino-4-[[(2S,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methylsulfanyl]butanoi",organic_chemicals,VWR,45,240.78,252.92,11381.55,8.66,2025-01-29,1,Q1,NET60,real_market_simulation
TXN-001161,CUST-0174,government_lab,CHEM-5282102,"5,7-dihydroxy-2-(4-hydroxyphenyl)-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]ox",specialty_chemicals,Sigma-Aldrich,82,278.86,263.91,21640.58,9.87,2024-11-15,11,Q4,NET60,real_market_simulation
TXN-001162,CUST-0197,contract_research,CHEM-5359596,arsenic,specialty_chemicals,Cayman Chemical,100,85.09,80.59,8058.62,9.8,2024-11-02,11,Q4,NET30,real_market_simulation
TXN-001163,CUST-0193,contract_research,CHEM-5281004,"(1S,2S,4R,8S,9S,11S,12S,13R)-11-hydroxy-8-(2-hydroxyacetyl)-9,13-dimethyl-6-propyl-5,7-dioxapentacyc",specialty_chemicals,Cayman Chemical,90,261.78,254.61,22914.56,7.37,2024-11-10,11,Q4,NET30,real_market_simulation
TXN-001164,CUST-0061,biotech_startup,CHEM-135398633,"[[(2R,3S,4R,5R)-5-(2-amino-6-oxo-1H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] ",specialty_chemicals,VWR,22,288.91,245.47,5400.33,10.56,2025-07-30,7,Q3,NET15,real_market_simulation
TXN-001165,CUST-0134,pharma_enterprise,CHEM-439155,"(2S)-2-amino-4-[[(2S,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methylsulfanyl]butanoi",organic_chemicals,VWR,100,240.78,195.48,19548.06,4.49,2025-06-02,6,Q2,NET45,real_market_simulation
TXN-001166,CUST-0187,contract_research,CHEM-439155,"(2S)-2-amino-4-[[(2S,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methylsulfanyl]butanoi",organic_chemicals,VWR,100,240.78,249.34,24933.86,9.95,2025-01-24,1,Q1,NET30,real_market_simulation
TXN-001167,CUST-0158,government_lab,CHEM-5280343,"2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxychromen-4-one",specialty_chemicals,Cayman Chemical,100,207.5,178.12,17812.14,9.64,2025-07-11,7,Q3,NET60,real_market_simulation
TXN-001168,CUST-0067,biotech_startup,CHEM-4485,"dimethyl 2,6-dimethyl-4-(2-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate",specialty_chemicals,Thermo Fisher,90,230.51,219.5,19754.85,9.31,2024-11-11,11,Q4,NET15,real_market_simulation
TXN-001169,CUST-0001,academic_research,CHEM-3364,"6-[[3-(2-chloro-6-fluorophenyl)-5-methyl-1,2-oxazole-4-carbonyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-a",organic_chemicals,Cayman Chemical,3,312.91,261.64,784.93,11.98,2025-04-17,4,Q2,NET30,real_market_simulation
TXN-001170,CUST-0118,pharma_enterprise,CHEM-5280863,"3,5,7-trihydroxy-2-(4-hydroxyphenyl)chromen-4-one",specialty_chemicals,VWR,100,203.74,176.0,17600.12,4.02,2024-12-09,12,Q4,NET45,real_market_simulation
TXN-001171,CUST-0159,government_lab,CHEM-3672,2-[4-(2-methylpropyl)phenyl]propanoic acid,organic_chemicals,Merck,100,140.2,147.09,14708.9,12.57,2025-03-10,3,Q1,NET60,real_market_simulation
TXN-001172,CUST-0016,academic_research,CHEM-135398633,"[[(2R,3S,4R,5R)-5-(2-amino-6-oxo-1H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] ",specialty_chemicals,VWR,7,288.91,251.65,1761.54,20.82,2025-02-20,2,Q1,NET30,real_market_simulation
TXN-001173,CUST-0167,government_lab,CHEM-5090,3-(4-methylsulfonylphenyl)-4-phenyl-2H-furan-5-one,specialty_chemicals,VWR,57,259.51,238.66,13603.88,12.41,2025-08-09,8,Q3,NET60,real_market_simulation
TXN-001174,CUST-0177,government_lab,CHEM-2519,"1,3,7-trimethylpurine-2,6-dione",specialty_chemicals,Sigma-Aldrich,100,122.05,91.56,9156.48,11.74,2025-06-12,6,Q2,NET60,real_market_simulation
TXN-001175,CUST-0181,contract_research,CHEM-5359596,arsenic,specialty_chemicals,Cayman Chemical,100,85.09,65.4,6539.79,9.58,2025-06-10,6,Q2,NET30,real_market_simulation
TXN-001176,CUST-0111,pharma_enterprise,CHEM-3672,2-[4-(2-methylpropyl)phenyl]propanoic acid,organic_chemicals,Merck,100,140.2,152.54,15253.8,9.33,2025-03-08,3,Q1,NET45,real_market_simulation
TXN-001177,CUST-0138,pharma_enterprise,CHEM-5280445,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxychromen-4-one",specialty_chemicals,VWR,100,211.9,238.47,23847.3,2.14,2025-01-12,1,Q1,NET45,real_market_simulation
TXN-001178,CUST-0011,academic_research,CHEM-439155,"(2S)-2-amino-4-[[(2S,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methylsulfanyl]butanoi",organic_chemicals,VWR,15,240.78,203.13,3046.98,11.2,2025-04-20,4,Q2,NET30,real_market_simulation
TXN-001179,CUST-0084,biotech_startup,CHEM-3364,"6-[[3-(2-chloro-6-fluorophenyl)-5-methyl-1,2-oxazole-4-carbonyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-a",organic_chemicals,Cayman Chemical,9,312.91,260.52,2344.71,7.49,2025-05-16,5,Q2,NET15,real_market_simulation
TXN-001180,CUST-0094,pharma_enterprise,CHEM-439155,"(2S)-2-amino-4-[[(2S,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methylsulfanyl]butanoi",organic_chemicals,VWR,100,240.78,256.31,25631.26,7.43,2025-01-08,1,Q1,NET45,real_market_simulation
TXN-001181,CUST-0185,contract_research,CHEM-3364,"6-[[3-(2-chloro-6-fluorophenyl)-5-methyl-1,2-oxazole-4-carbonyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-a",organic_chemicals,Cayman Chemical,100,312.91,307.51,30750.74,6.41,2024-11-27,11,Q4,NET30,real_market_simulation
TXN-001182,CUST-0151,pharma_enterprise,CHEM-3364,"6-[[3-(2-chloro-6-fluorophenyl)-5-methyl-1,2-oxazole-4-carbonyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-a",organic_chemicals,Cayman Chemical,100,312.91,350.97,35096.87,2.47,2024-10-01,10,Q4,NET45,real_market_simulation
TXN-001183,CUST-0195,contract_research,CHEM-135398633,"[[(2R,3S,4R,5R)-5-(2-amino-6-oxo-1H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] ",specialty_chemicals,VWR,100,288.91,241.48,24148.05,7.13,2025-05-06,5,Q2,NET30,real_market_simulation
TXN-001184,CUST-0034,academic_research,CHEM-439155,"(2S)-2-amino-4-[[(2S,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methylsulfanyl]butanoi",organic_chemicals,VWR,3,240.78,200.68,602.04,12.27,2025-04-27,4,Q2,NET30,real_market_simulation
TXN-001185,CUST-0178,government_lab,CHEM-5280934,"(9Z,12Z,15Z)-octadeca-9,12,15-trienoic acid",organic_chemicals,Sigma-Aldrich,100,227.38,219.37,21936.7,12.29,2025-02-14,2,Q1,NET60,real_market_simulation
TXN-001186,CUST-0042,academic_research,CHEM-5090,3-(4-methylsulfonylphenyl)-4-phenyl-2H-furan-5-one,specialty_chemicals,Cayman Chemical,4,202.4,182.16,728.62,14.29,2024-08-19,8,Q3,NET30,real_market_simulation
TXN-001187,CUST-0056,biotech_startup,CHEM-5280863,"3,5,7-trihydroxy-2-(4-hydroxyphenyl)chromen-4-one",specialty_chemicals,VWR,66,203.74,163.16,10768.62,5.78,2025-06-09,6,Q2,NET15,real_market_simulation
TXN-001188,CUST-0019,academic_research,CHEM-3364,"6-[[3-(2-chloro-6-fluorophenyl)-5-methyl-1,2-oxazole-4-carbonyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-a",organic_chemicals,Cayman Chemical,8,312.91,240.48,1923.8,14.61,2025-05-07,5,Q2,NET30,real_market_simulation
TXN-001189,CUST-0125,pharma_enterprise,CHEM-60823,"(3R,5R)-7-[2-(4-fluorophenyl)-3-phenyl-4-(phenylcarbamoyl)-5-propan-2-ylpyrrol-1-yl]-3,5-dihydroxyhe",organic_chemicals,Thermo Fisher,100,345.39,298.98,29897.76,8.88,2025-07-02,7,Q3,NET45,real_market_simulation
TXN-001190,CUST-0159,government_lab,CHEM-5359596,arsenic,specialty_chemicals,Cayman Chemical,100,85.09,83.88,8387.75,10.39,2025-02-16,2,Q1,NET60,real_market_simulation
TXN-001191,CUST-0120,pharma_enterprise,CHEM-5281004,"(1S,2S,4R,8S,9S,11S,12S,13R)-11-hydroxy-8-(2-hydroxyacetyl)-9,13-dimethyl-6-propyl-5,7-dioxapentacyc",specialty_chemicals,Cayman Chemical,100,261.78,228.77,22876.62,2.9,2024-12-19,12,Q4,NET45,real_market_simulation
TXN-001192,CUST-0075,biotech_startup,CHEM-3672,2-[4-(2-methylpropyl)phenyl]propanoic acid,organic_chemicals,Merck,100,140.2,152.48,15248.1,12.99,2024-09-12,9,Q3,NET15,real_market_simulation
TXN-001193,CUST-0107,pharma_enterprise,CHEM-5280863,"3,5,7-trihydroxy-2-(4-hydroxyphenyl)chromen-4-one",specialty_chemicals,VWR,100,203.74,227.03,22703.15,3.1,2025-01-08,1,Q1,NET45,real_market_simulation
TXN-001194,CUST-0090,pharma_enterprise,CHEM-439155,"(2S)-2-amino-4-[[(2S,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methylsulfanyl]butanoi",organic_chemicals,VWR,100,240.78,244.77,24477.49,11.6,2025-01-01,1,Q1,NET45,real_market_simulation
TXN-001195,CUST-0059,biotech_startup,CHEM-5280934,"(9Z,12Z,15Z)-octadeca-9,12,15-trienoic acid",organic_chemicals,Sigma-Aldrich,55,227.38,230.64,12685.23,7.79,2025-02-06,2,Q1,NET15,real_market_simulation
TXN-001196,CUST-0098,pharma_enterprise,CHEM-5282102,"5,7-dihydroxy-2-(4-hydroxyphenyl)-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]ox",specialty_chemicals,Sigma-Aldrich,100,278.86,260.33,26032.74,1.73,2025-04-03,4,Q2,NET45,real_market_simulation
TXN-001197,CUST-0199,contract_research,CHEM-5359596,arsenic,specialty_chemicals,Cayman Chemical,100,85.09,90.09,9009.41,7.93,2025-01-13,1,Q1,NET30,real_market_simulation
TXN-001198,CUST-0070,biotech_startup,CHEM-4485,"dimethyl 2,6-dimethyl-4-(2-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate",specialty_chemicals,Thermo Fisher,56,230.51,182.98,10246.94,11.8,2024-12-15,12,Q4,NET15,real_market_simulation
TXN-001199,CUST-0157,government_lab,CHEM-60823,"(3R,5R)-7-[2-(4-fluorophenyl)-3-phenyl-4-(phenylcarbamoyl)-5-propan-2-ylpyrrol-1-yl]-3,5-dihydroxyhe",organic_chemicals,Thermo Fisher,66,345.39,327.08,21587.53,17.65,2025-01-20,1,Q1,NET60,real_market_simulation
TXN-001200,CUST-0070,biotech_startup,CHEM-681,"4-(2-aminoethyl)benzene-1,2-diol",specialty_chemicals,Merck,100,116.34,99.46,9945.95,5.01,2024-12-17,12,Q4,NET15,real_market_simulation
TXN-001201,CUST-0023,academic_research,CHEM-5280343,"2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxychromen-4-one",specialty_chemicals,Cayman Chemical,10,207.5,204.28,2042.79,14.39,2025-01-30,1,Q1,NET30,real_market_simulation
TXN-001202,CUST-0107,pharma_enterprise,CHEM-439155,"(2S)-2-amino-4-[[(2S,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methylsulfanyl]butanoi",organic_chemicals,VWR,100,240.78,230.4,23039.88,8.87,2024-11-16,11,Q4,NET45,real_market_simulation
TXN-001203,CUST-0041,academic_research,CHEM-2244,2-acetyloxybenzoic acid,organic_chemicals,VWR,15,107.42,100.15,1502.26,15.24,2025-02-10,2,Q1,NET30,real_market_simulation
TXN-001204,CUST-0008,academic_research,CHEM-60823,"(3R,5R)-7-[2-(4-fluorophenyl)-3-phenyl-4-(phenylcarbamoyl)-5-propan-2-ylpyrrol-1-yl]-3,5-dihydroxyhe",organic_chemicals,Thermo Fisher,5,345.39,257.3,1286.52,12.36,2025-06-21,6,Q2,NET30,real_market_simulation
TXN-001205,CUST-0116,pharma_enterprise,CHEM-3364,"6-[[3-(2-chloro-6-fluorophenyl)-5-methyl-1,2-oxazole-4-carbonyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-a",organic_chemicals,Cayman Chemical,100,312.91,295.72,29572.25,0.52,2025-07-05,7,Q3,NET45,real_market_simulation
TXN-001206,CUST-0165,government_lab,CHEM-6918485,"4-[2-[(2R,3R)-3-(2,5-difluorophenyl)-3-hydroxy-4-(1,2,4-triazol-1-yl)butan-2-yl]-1,3-thiazol-4-yl]be",specialty_chemicals,Cayman Chemical,37,318.62,351.07,12989.47,11.85,2024-09-08,9,Q3,NET60,real_market_simulation
TXN-001207,CUST-0128,pharma_enterprise,CHEM-5282102,"5,7-dihydroxy-2-(4-hydroxyphenyl)-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]ox",specialty_chemicals,Sigma-Aldrich,100,278.86,223.06,22306.39,5.89,2025-06-17,6,Q2,NET45,real_market_simulation
TXN-001208,CUST-0098,pharma_enterprise,CHEM-3364,"6-[[3-(2-chloro-6-fluorophenyl)-5-methyl-1,2-oxazole-4-carbonyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-a",organic_chemicals,Cayman Chemical,100,312.91,256.76,25675.65,3.47,2025-06-22,6,Q2,NET45,real_market_simulation
TXN-001209,CUST-0184,contract_research,CHEM-5280343,"2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxychromen-4-one",specialty_chemicals,Cayman Chemical,100,207.5,157.16,15716.35,10.89,2025-06-25,6,Q2,NET30,real_market_simulation
TXN-001210,CUST-0179,government_lab,CHEM-5362129,"(2S,3aS,6aS)-1-[(2S)-2-[[(2S)-1-ethoxy-1-oxo-4-phenylbutan-2-yl]amino]propanoyl]-3,3a,4,5,6,6a-hexah",organic_chemicals,Merck,100,248.4,194.33,19432.77,13.08,2024-12-06,12,Q4,NET60,real_market_simulation
TXN-001211,CUST-0032,academic_research,CHEM-3672,2-[4-(2-methylpropyl)phenyl]propanoic acid,organic_chemicals,Merck,6,140.2,129.02,774.12,12.36,2024-08-20,8,Q3,NET30,real_market_simulation
TXN-001212,CUST-0174,government_lab,CHEM-5090,3-(4-methylsulfonylphenyl)-4-phenyl-2H-furan-5-one,specialty_chemicals,VWR,100,259.51,214.45,21445.23,13.01,2025-07-20,7,Q3,NET60,real_market_simulation
TXN-001213,CUST-0057,biotech_startup,CHEM-5280934,"(9Z,12Z,15Z)-octadeca-9,12,15-trienoic acid",organic_chemicals,Sigma-Aldrich,92,227.38,195.0,17940.04,9.73,2025-07-24,7,Q3,NET15,real_market_simulation
TXN-001214,CUST-0179,government_lab,CHEM-4485,"dimethyl 2,6-dimethyl-4-(2-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate",specialty_chemicals,Thermo Fisher,100,230.51,236.73,23673.12,10.7,2024-10-06,10,Q4,NET60,real_market_simulation
TXN-001215,CUST-0138,pharma_enterprise,CHEM-5280445,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxychromen-4-one",specialty_chemicals,VWR,100,211.9,222.67,22266.63,8.63,2024-10-19,10,Q4,NET45,real_market_simulation
TXN-001216,CUST-0017,academic_research,CHEM-5359596,arsenic,specialty_chemicals,Cayman Chemical,25,85.09,65.14,1628.52,9.94,2025-06-23,6,Q2,NET30,real_market_simulation
TXN-001217,CUST-0183,contract_research,CHEM-5090,3-(4-methylsulfonylphenyl)-4-phenyl-2H-furan-5-one,specialty_chemicals,VWR,100,259.51,297.56,29756.43,8.27,2024-09-12,9,Q3,NET30,real_market_simulation
TXN-001218,CUST-0199,contract_research,CHEM-439155,"(2S)-2-amino-4-[[(2S,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methylsulfanyl]butanoi",organic_chemicals,VWR,100,240.78,225.03,22502.57,1.62,2025-04-11,4,Q2,NET30,real_market_simulation
TXN-001219,CUST-0081,biotech_startup,CHEM-439155,"(2S)-2-amino-4-[[(2S,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methylsulfanyl]butanoi",organic_chemicals,VWR,59,240.78,250.77,14795.55,9.43,2025-01-23,1,Q1,NET15,real_market_simulation
TXN-001220,CUST-0197,contract_research,CHEM-5090,3-(4-methylsulfonylphenyl)-4-phenyl-2H-furan-5-one,specialty_chemicals,Cayman Chemical,100,202.4,176.11,17611.41,3.32,2025-05-19,5,Q2,NET30,real_market_simulation
TXN-001221,CUST-0064,biotech_startup,CHEM-5280343,"2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxychromen-4-one",specialty_chemicals,Cayman Chemical,100,207.5,193.52,19351.57,11.18,2024-11-18,11,Q4,NET15,real_market_simulation
TXN-001222,CUST-0197,contract_research,CHEM-5281004,"(1S,2S,4R,8S,9S,11S,12S,13R)-11-hydroxy-8-(2-hydroxyacetyl)-9,13-dimethyl-6-propyl-5,7-dioxapentacyc",specialty_chemicals,Cayman Chemical,77,261.78,292.34,22510.35,10.66,2024-09-25,9,Q3,NET30,real_market_simulation
TXN-001223,CUST-0015,academic_research,CHEM-5282102,"5,7-dihydroxy-2-(4-hydroxyphenyl)-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]ox",specialty_chemicals,Sigma-Aldrich,7,278.86,206.38,1444.63,12.93,2025-06-14,6,Q2,NET30,real_market_simulation
TXN-001224,CUST-0088,pharma_enterprise,CHEM-5359596,arsenic,specialty_chemicals,Cayman Chemical,100,85.09,86.12,8611.71,3.61,2024-11-12,11,Q4,NET45,real_market_simulation
TXN-001225,CUST-0130,pharma_enterprise,CHEM-5280863,"3,5,7-trihydroxy-2-(4-hydroxyphenyl)chromen-4-one",specialty_chemicals,VWR,100,203.74,223.42,22342.21,4.64,2025-01-31,1,Q1,NET45,real_market_simulation
