transaction_id,date,customer_id,segment,sku,product_name,category,supplier,quantity,unit_price,base_price,total_amount,weight_kg,hs_code,country_of_origin,is_real_product
LS001804,2025-03-28,CRO4140,CRO,271004-1G,Acetonitrile - CHROMASOLV® - 1g,chemicals,Sigma-Aldrich,50,62.27,62.91,3113.3,0.05,2905.11.00,Germany,True
LS001805,2024-12-16,RES8086,Research Institute,G5516-25G,Glycerol - Molecular biology - 25g,biochemicals,Sigma-Aldrich,5,6205.39,7168.84,31026.94,0.125,3822.00.10,Germany,True
LS001806,2024-12-19,CRO7928,CRO,G8270-100G,Glucose - ACS reagent - 100g,biochemicals,Sigma-Aldrich,50,17249.57,17305.1,862478.41,5.0,3822.00.10,Germany,True
LS001807,2024-10-01,CRO9626,CRO,E7023-5G,Ethanol - 200 proof - 5g,chemicals,Sigma-Aldrich,25,189.96,190.87,4749.03,0.125,2905.11.00,Germany,True
LS001808,2024-01-01,ACA4046,Academic,T6508-100G,Trifluoroacetic acid - ReagentPlus® - 100g,chemicals,Sigma-Aldrich,1,3273.65,3626.69,3273.65,0.1,2905.11.00,Germany,True
LS001809,2024-07-24,RES7097,Research Institute,D8418-5G,Dimethyl sulfoxide - BioReagent - 5g,chemicals,Sigma-Aldrich,1,210.26,248.95,210.26,0.005,2905.11.00,Germany,True
LS001810,2023-09-27,RES3592,Research Institute,TF4141212,Nunc 96-Well Polystyrene Plates - Educational,consumables,Thermo Fisher Scientific,2,102.81,114.87,205.62,0.478,3926.90.99,USA,True
LS001811,2025-02-13,BIO9926,Biotech Startup,G5516-25G,Glycerol - Molecular biology - 25g,biochemicals,Sigma-Aldrich,10,6363.75,7168.84,63637.51,0.25,3822.00.10,Germany,True
LS001812,2024-04-07,GOV1258,Government Lab,N8129-1G,NADH - Disodium salt - 1g,biochemicals,Sigma-Aldrich,1,649.69,814.26,649.69,0.001,3822.00.10,Germany,True
LS001813,2024-04-09,ACA3887,Academic,TF6911319,Heratherm Advanced Protocol Incubator - Clinical,lab_equipment,Thermo Fisher Scientific,1,8513.0,9685.27,8513.0,109.171,9027.80.45,USA,True
LS001814,2024-05-09,CRO5811,CRO,EP891125,epTIPS Pipette Tips 0.1-10 µL - Starter Kit,lab_equipment,Eppendorf,5,102.37,102.0,511.83,0.25,9027.80.45,Germany,True
LS001815,2025-04-03,GOV1387,Government Lab,L3771-1G,SDS - BioReagent - 1g,reagents,Sigma-Aldrich,1,139.07,165.57,139.07,0.001,3822.00.10,Germany,True
LS001816,2024-08-16,CRO4056,CRO,EP149797,Research plus Pipette 0.1-2.5 µL - Standard,lab_equipment,Eppendorf,25,282.67,285.0,7066.68,2.5,9027.80.45,Germany,True
LS001817,2025-01-03,CRO5114,CRO,TF2416917,Pierce BCA Protein Assay Kit - Clinical,reagents,Thermo Fisher Scientific,100,266.13,279.02,26612.51,41.699999999999996,3822.00.10,USA,True
LS001818,2023-12-06,ACA7115,Academic,E5134-25G,EDTA - BioXtra - 25g,reagents,Sigma-Aldrich,1,2621.4,3072.53,2621.4,0.025,3822.00.10,Germany,True
LS001819,2023-09-07,GOV4677,Government Lab,TF7018782,Lipofectamine 3000 Transfection Reagent - Educational,reagents,Thermo Fisher Scientific,1,400.63,495.2,400.63,0.248,3822.00.10,USA,True
LS001820,2025-03-27,PHA4567,Pharma Enterprise,E7023-100G,Ethanol - 200 proof - 100g,chemicals,Sigma-Aldrich,10,2103.06,2045.06,21030.65,1.0,2905.11.00,Germany,True
LS001821,2025-06-28,CRO5908,CRO,TF2658056,Sorvall LYNX 4000 Superspeed Centrifuge - Bulk,lab_equipment,Thermo Fisher Scientific,25,37679.79,41069.75,941994.71,2594.0,9027.80.45,USA,True
LS001822,2025-01-21,BIO4222,Biotech Startup,U5378-25G,Urea - BioXtra - 25g,biochemicals,Sigma-Aldrich,10,6505.71,7363.16,65057.09,0.25,3822.00.10,Germany,True
LS001823,2025-06-15,GOV4398,Government Lab,E5134-1G,EDTA - BioXtra - 1g,reagents,Sigma-Aldrich,1,153.24,194.46,153.24,0.001,3822.00.10,Germany,True
LS001824,2025-01-21,GOV4636,Government Lab,EP367394,Research plus Pipette 10-100 µL - Complete Set,lab_equipment,Eppendorf,1,373.33,427.5,373.33,0.1,9027.80.45,Germany,True
LS001825,2025-01-24,ACA7849,Academic,BR9916773,T100 Thermal Cycler Educational,lab_equipment,Bio-Rad,3,5969.46,6559.08,17908.37,34.38,9027.80.45,USA,True
LS001826,2025-05-08,ACA4969,Academic,B6916-1G,Bradford reagent - Protein Assay - 1g,reagents,Sigma-Aldrich,2,113.28,133.82,226.56,0.002,3822.00.10,Germany,True
LS001827,2025-05-13,CRO8646,CRO,TF1537225,Matrix 2D Barcoded Tubes - Standard,consumables,Thermo Fisher Scientific,10,219.52,221.27,2195.15,2.71,3926.90.99,USA,True
LS001828,2024-01-10,RES5898,Research Institute,BR6504658,Mini-PROTEAN Tetra Cell Educational,lab_equipment,Bio-Rad,1,828.35,903.52,828.35,1.7,9027.80.45,USA,True
LS001829,2023-10-11,GOV9290,Government Lab,D0632-100G,DTT - BioReagent - 100g,reagents,Sigma-Aldrich,3,6741.7,7957.57,20225.1,0.30000000000000004,3822.00.10,Germany,True
LS001830,2024-06-05,CRO6426,CRO,G8270-5G,Glucose - ACS reagent - 5g,biochemicals,Sigma-Aldrich,25,1423.64,1615.14,35590.95,0.125,3822.00.10,Germany,True
LS001831,2025-05-16,PHA6987,Pharma Enterprise,A2383-1G,ATP - Disodium salt - 1g,biochemicals,Sigma-Aldrich,100,1276.11,1222.0,127611.34,0.1,3822.00.10,Germany,True
LS001832,2025-02-25,GOV7863,Government Lab,EP149797,Research plus Pipette 0.1-2.5 µL - Standard,lab_equipment,Eppendorf,2,247.75,285.0,495.5,0.2,9027.80.45,Germany,True
LS001833,2024-04-11,CRO4803,CRO,EP643296,Research plus Pipette 100-1000 µL - Standard,lab_equipment,Eppendorf,50,277.71,285.0,13885.58,5.0,9027.80.45,Germany,True
LS001834,2024-05-08,BIO2507,Biotech Startup,TF8639328,Lipofectamine 3000 Transfection Reagent - Bulk,reagents,Thermo Fisher Scientific,2,421.39,425.86,842.78,0.408,3822.00.10,USA,True
LS001835,2023-11-07,PHA3374,Pharma Enterprise,EP574831,Research plus Pipette 2-20 µL - Starter Kit,lab_equipment,Eppendorf,25,352.69,342.0,8817.15,2.5,9027.80.45,Germany,True
LS001836,2025-02-08,PHA2442,Pharma Enterprise,TF3812018,MaxQ 4000 Benchtop Orbital Shaker - Educational,lab_equipment,Thermo Fisher Scientific,25,2900.49,2722.37,72512.17,732.85,9027.80.45,USA,True
LS001837,2025-02-28,BIO5785,Biotech Startup,TF8639328,Lipofectamine 3000 Transfection Reagent - Bulk,reagents,Thermo Fisher Scientific,1,421.8,425.86,421.8,0.204,3822.00.10,USA,True
LS001838,2024-04-19,PHA1302,Pharma Enterprise,TF5432038,Pierce BCA Protein Assay Kit - Clinical,reagents,Thermo Fisher Scientific,25,321.1,319.53,8027.49,11.675,3822.00.10,USA,True
LS001839,2024-11-01,ACA9665,Academic,278475-25G,Isopropanol - ACS reagent - 25g,chemicals,Sigma-Aldrich,1,475.89,567.54,475.89,0.025,2905.11.00,Germany,True
LS001840,2023-08-14,GOV9780,Government Lab,BR2107563,Gel Doc EZ Imager Bundle,lab_equipment,Bio-Rad,2,13019.61,15452.9,26039.21,17.64,9027.80.45,USA,True
LS001841,2023-12-30,RES9231,Research Institute,D0632-5G,DTT - BioReagent - 5g,reagents,Sigma-Aldrich,2,687.4,742.71,1374.8,0.01,3822.00.10,Germany,True
LS001842,2025-01-07,BIO3988,Biotech Startup,TF4022212,Sorvall LYNX 4000 Superspeed Centrifuge - Standard,lab_equipment,Thermo Fisher Scientific,1,46896.92,49085.5,46896.92,91.63,9027.80.45,USA,True
LS001843,2024-11-11,CRO2120,CRO,EP574831,Research plus Pipette 2-20 µL - Starter Kit,lab_equipment,Eppendorf,10,341.63,342.0,3416.27,1.0,9027.80.45,Germany,True
LS001844,2024-08-24,PHA6024,Pharma Enterprise,BR2228129,CFX96 Real-Time PCR Detection System with Gradient,lab_equipment,Bio-Rad,25,24608.48,24133.91,615212.06,403.0,9027.80.45,USA,True
LS001845,2024-11-09,GOV8625,Government Lab,D8418-25G,Dimethyl sulfoxide - BioReagent - 25g,chemicals,Sigma-Aldrich,5,789.74,936.53,3948.68,0.125,2905.11.00,Germany,True
LS001846,2024-10-19,PHA1320,Pharma Enterprise,TF5432038,Pierce BCA Protein Assay Kit - Clinical,reagents,Thermo Fisher Scientific,10,336.72,319.53,3367.21,4.67,3822.00.10,USA,True
LS001847,2024-02-01,RES8383,Research Institute,D0632-25G,DTT - BioReagent - 25g,reagents,Sigma-Aldrich,2,2517.67,2793.99,5035.33,0.05,3822.00.10,Germany,True
LS001848,2025-01-15,CRO8040,CRO,TF7514832,SuperScript IV Reverse Transcriptase - Research,reagents,Thermo Fisher Scientific,50,418.93,459.77,20946.71,4.5,3822.00.10,USA,True
LS001849,2023-08-19,RES7198,Research Institute,BR2228129,CFX96 Real-Time PCR Detection System with Gradient,lab_equipment,Bio-Rad,10,20655.79,24133.91,206557.94,161.20000000000002,9027.80.45,USA,True
LS001850,2024-06-02,CRO8409,CRO,TF1782738,Alexa Fluor 488 NHS Ester - Bulk,reagents,Thermo Fisher Scientific,25,514.28,574.36,12857.11,0.25,3822.00.10,USA,True
LS001851,2025-01-13,ACA5103,Academic,TF3010566,Matrix 2D Barcoded Tubes - Clinical,consumables,Thermo Fisher Scientific,2,202.15,228.74,404.3,0.684,3926.90.99,USA,True
LS001852,2024-09-22,PHA2869,Pharma Enterprise,BR3301921,Mini-PROTEAN Tetra Cell Educational,lab_equipment,Bio-Rad,25,991.69,952.03,24792.33,59.5,9027.80.45,USA,True
LS001853,2024-03-09,RES5366,Research Institute,E7023-5G,Ethanol - 200 proof - 5g,chemicals,Sigma-Aldrich,10,155.88,190.87,1558.81,0.05,2905.11.00,Germany,True
LS001854,2025-06-25,BIO9943,Biotech Startup,E7023-1G,Ethanol - 200 proof - 1g,chemicals,Sigma-Aldrich,1,41.32,45.45,41.32,0.001,2905.11.00,Germany,True
LS001855,2024-01-02,CRO1426,CRO,TF7312908,MaxQ 4000 Benchtop Orbital Shaker - Research,lab_equipment,Thermo Fisher Scientific,50,3657.19,3970.61,182859.31,1262.3,9027.80.45,USA,True
LS001856,2024-11-26,CRO3178,CRO,TF2658056,Sorvall LYNX 4000 Superspeed Centrifuge - Bulk,lab_equipment,Thermo Fisher Scientific,25,37262.65,41069.75,931566.19,2594.0,9027.80.45,USA,True
LS001857,2024-10-28,GOV8254,Government Lab,TF8583113,TipOne Filter Tips 1000µL - Research,consumables,Thermo Fisher Scientific,2,86.96,100.61,173.92,0.956,3926.90.99,USA,True
LS001858,2025-04-08,CRO8530,CRO,TF5432038,Pierce BCA Protein Assay Kit - Clinical,reagents,Thermo Fisher Scientific,50,317.64,319.53,15881.83,23.35,3822.00.10,USA,True
LS001859,2024-09-27,PHA9305,Pharma Enterprise,BR8293758,Criterion TGX Precast Gels Starter Pack,lab_equipment,Bio-Rad,25,89.05,92.35,2226.31,4.25,9027.80.45,USA,True
LS001860,2025-02-25,PHA6304,Pharma Enterprise,D8418-100G,Dimethyl sulfoxide - BioReagent - 100g,chemicals,Sigma-Aldrich,25,2803.25,2667.32,70081.14,2.5,2905.11.00,Germany,True
LS001861,2025-08-05,RES6020,Research Institute,TF7312908,MaxQ 4000 Benchtop Orbital Shaker - Research,lab_equipment,Thermo Fisher Scientific,5,3379.74,3970.61,16898.71,126.22999999999999,9027.80.45,USA,True
LS001862,2023-08-21,GOV4083,Government Lab,T6508-100G,Trifluoroacetic acid - ReagentPlus® - 100g,chemicals,Sigma-Aldrich,3,3068.29,3626.69,9204.86,0.30000000000000004,2905.11.00,Germany,True
LS001863,2024-07-15,BIO4557,Biotech Startup,BR2188256,CFX96 Real-Time PCR Detection System,lab_equipment,Bio-Rad,5,27378.15,29846.25,136890.73,88.45,9027.80.45,USA,True
LS001864,2023-10-30,PHA6511,Pharma Enterprise,G8270-1G,Glucose - ACS reagent - 1g,biochemicals,Sigma-Aldrich,5,434.45,384.56,2172.27,0.005,3822.00.10,Germany,True
LS001865,2023-12-09,CRO1849,CRO,G8270-1G,Glucose - ACS reagent - 1g,biochemicals,Sigma-Aldrich,50,344.34,384.56,17216.77,0.05,3822.00.10,Germany,True
LS001866,2024-10-25,GOV2606,Government Lab,G8270-5G,Glucose - ACS reagent - 5g,biochemicals,Sigma-Aldrich,1,1343.22,1615.14,1343.22,0.005,3822.00.10,Germany,True
LS001867,2025-02-08,RES4157,Research Institute,TF8170450,EVOS M5000 Imaging System - Educational,lab_equipment,Thermo Fisher Scientific,2,27476.52,31333.0,54953.03,20.994,9027.80.45,USA,True
LS001868,2025-01-31,ACA4259,Academic,TF5872554,MaxQ 4000 Benchtop Orbital Shaker - Research,lab_equipment,Thermo Fisher Scientific,1,2539.35,2925.09,2539.35,22.461,9027.80.45,USA,True
LS001869,2024-01-13,CRO5166,CRO,EP891125,epTIPS Pipette Tips 0.1-10 µL - Starter Kit,lab_equipment,Eppendorf,100,91.64,102.0,9164.15,5.0,9027.80.45,Germany,True
LS001870,2025-07-23,CRO7693,CRO,BR2823598,Mini-PROTEAN Tetra Cell Bundle,lab_equipment,Bio-Rad,100,929.28,952.3,92927.61,195.0,9027.80.45,USA,True
LS001871,2024-03-03,PHA1930,Pharma Enterprise,D8418-100G,Dimethyl sulfoxide - BioReagent - 100g,chemicals,Sigma-Aldrich,5,3024.58,2667.32,15122.91,0.5,2905.11.00,Germany,True
LS001872,2025-06-10,ACA3494,Academic,N8129-1G,NADH - Disodium salt - 1g,biochemicals,Sigma-Aldrich,1,701.61,814.26,701.61,0.001,3822.00.10,Germany,True
LS001873,2023-09-10,ACA1064,Academic,BR2495631,ChemiDoc MP Imaging System Educational,lab_equipment,Bio-Rad,2,35531.66,39583.38,71063.32,50.18,9027.80.45,USA,True
LS001874,2025-07-16,PHA1333,Pharma Enterprise,TF1803888,TipOne Filter Tips 1000µL - Educational,consumables,Thermo Fisher Scientific,5,85.19,75.6,425.93,2.0949999999999998,3926.90.99,USA,True
LS001875,2023-11-25,GOV1597,Government Lab,TF4204816,Sorvall LYNX 4000 Superspeed Centrifuge - Clinical,lab_equipment,Thermo Fisher Scientific,1,34856.78,41600.36,34856.78,93.407,9027.80.45,USA,True
LS001876,2023-12-25,PHA9612,Pharma Enterprise,TF8636370,Matrix 2D Barcoded Tubes - Clinical,consumables,Thermo Fisher Scientific,50,258.02,238.73,12901.2,15.15,3926.90.99,USA,True
LS001877,2024-12-13,RES8163,Research Institute,TF5433003,TipOne Filter Tips 1000µL - Bulk,consumables,Thermo Fisher Scientific,10,61.71,74.42,617.08,4.21,3926.90.99,USA,True
LS001878,2024-03-20,PHA6404,Pharma Enterprise,D0632-5G,DTT - BioReagent - 5g,reagents,Sigma-Aldrich,5,833.66,742.71,4168.29,0.025,3822.00.10,Germany,True
LS001879,2025-03-28,ACA8830,Academic,EP891125,epTIPS Pipette Tips 0.1-10 µL - Starter Kit,lab_equipment,Eppendorf,2,83.9,102.0,167.81,0.1,9027.80.45,Germany,True
LS001880,2025-03-19,RES8010,Research Institute,BR6120218,PowerPac HC High-Current Power Supply Educational,lab_equipment,Bio-Rad,2,1550.23,1719.35,3100.47,7.18,9027.80.45,USA,True
LS001881,2025-04-07,GOV3827,Government Lab,278475-25G,Isopropanol - ACS reagent - 25g,chemicals,Sigma-Aldrich,1,473.99,567.54,473.99,0.025,2905.11.00,Germany,True
LS001882,2024-06-15,ACA6561,Academic,TF1803888,TipOne Filter Tips 1000µL - Educational,consumables,Thermo Fisher Scientific,2,62.49,75.6,124.98,0.838,3926.90.99,USA,True
LS001883,2025-01-28,GOV6671,Government Lab,TF5546600,SuperScript IV Reverse Transcriptase - Bulk,reagents,Thermo Fisher Scientific,1,412.57,469.7,412.57,0.102,3822.00.10,USA,True
LS001884,2024-03-10,PHA8256,Pharma Enterprise,E5134-25G,EDTA - BioXtra - 25g,reagents,Sigma-Aldrich,25,3173.75,3072.53,79343.69,0.625,3822.00.10,Germany,True
LS001885,2025-08-06,RES2923,Research Institute,BR3301921,Mini-PROTEAN Tetra Cell Educational,lab_equipment,Bio-Rad,5,855.83,952.03,4279.16,11.899999999999999,9027.80.45,USA,True
LS001886,2024-05-03,BIO5367,Biotech Startup,BR9018788,ChemiDoc MP Imaging System Bundle,lab_equipment,Bio-Rad,5,38928.15,42960.28,194640.76,117.85,9027.80.45,USA,True
LS001887,2025-06-27,ACA4179,Academic,B6916-1G,Bradford reagent - Protein Assay - 1g,reagents,Sigma-Aldrich,1,113.04,133.82,113.04,0.001,3822.00.10,Germany,True
LS001888,2025-02-13,CRO8101,CRO,TF1332121,Lipofectamine 3000 Transfection Reagent - Educational,reagents,Thermo Fisher Scientific,10,488.46,503.23,4884.64,2.12,3822.00.10,USA,True
LS001889,2023-12-02,BIO9250,Biotech Startup,EP694727,Research plus Pipette 10-100 µL - Standard,lab_equipment,Eppendorf,10,259.08,285.0,2590.84,1.0,9027.80.45,Germany,True
LS001890,2023-10-04,PHA9137,Pharma Enterprise,BR6523719,4-20% Mini-PROTEAN TGX Gels Bundle,lab_equipment,Bio-Rad,50,69.25,64.76,3462.75,9.0,9027.80.45,USA,True
LS001891,2024-01-28,RES3273,Research Institute,L3771-100G,SDS - BioReagent - 100g,reagents,Sigma-Aldrich,1,7003.78,7450.72,7003.78,0.1,3822.00.10,Germany,True
LS001892,2025-08-08,PHA4843,Pharma Enterprise,TF5433003,TipOne Filter Tips 1000µL - Bulk,consumables,Thermo Fisher Scientific,100,78.17,74.42,7816.91,42.1,3926.90.99,USA,True
LS001893,2023-11-06,PHA4862,Pharma Enterprise,A3311-1G,BSA - Fraction V - 1g,reagents,Sigma-Aldrich,25,110.51,107.19,2762.68,0.025,3822.00.10,Germany,True
LS001894,2024-09-05,RES5299,Research Institute,34859-5G,Hexane - HPLC - 5g,chemicals,Sigma-Aldrich,1,218.23,242.75,218.23,0.005,2905.11.00,Germany,True
LS001895,2025-01-18,CRO7567,CRO,TF8426393,Matrix 2D Barcoded Tubes - Bulk,consumables,Thermo Fisher Scientific,5,175.2,171.53,876.02,1.48,3926.90.99,USA,True
LS001896,2025-03-09,ACA1561,Academic,TF4934000,Pierce BCA Protein Assay Kit - Bulk,reagents,Thermo Fisher Scientific,1,211.34,253.81,211.34,0.452,3822.00.10,USA,True
LS001897,2023-09-21,ACA3132,Academic,A2383-25G,ATP - Disodium salt - 25g,biochemicals,Sigma-Aldrich,1,16175.58,19307.64,16175.58,0.025,3822.00.10,Germany,True
LS001898,2023-09-01,RES6689,Research Institute,TF7018782,Lipofectamine 3000 Transfection Reagent - Educational,reagents,Thermo Fisher Scientific,2,415.94,495.2,831.87,0.496,3822.00.10,USA,True
LS001899,2024-12-05,CRO9405,CRO,EP396246,epTIPS Pipette Tips 0.1-10 µL - Standard,lab_equipment,Eppendorf,25,76.95,85.0,1923.63,1.25,9027.80.45,Germany,True
LS001900,2023-09-17,ACA4934,Academic,E5134-5G,EDTA - BioXtra - 5g,reagents,Sigma-Aldrich,1,694.89,816.75,694.89,0.005,3822.00.10,Germany,True
LS001901,2024-08-07,GOV4537,Government Lab,TF7443928,Lipofectamine 3000 Transfection Reagent - Research,reagents,Thermo Fisher Scientific,1,417.1,497.84,417.1,0.243,3822.00.10,USA,True
LS001902,2024-09-29,ACA9919,Academic,BR6504658,Mini-PROTEAN Tetra Cell Educational,lab_equipment,Bio-Rad,1,775.78,903.52,775.78,1.7,9027.80.45,USA,True
LS001903,2023-11-06,PHA7671,Pharma Enterprise,TF5883387,Nunc 96-Well Polystyrene Plates - Research,consumables,Thermo Fisher Scientific,10,169.7,155.59,1697.01,2.11,3926.90.99,USA,True
LS001904,2025-03-16,BIO5208,Biotech Startup,B6916-1G,Bradford reagent - Protein Assay - 1g,reagents,Sigma-Aldrich,2,125.8,133.82,251.6,0.002,3822.00.10,Germany,True
LS001905,2025-01-04,PHA3136,Pharma Enterprise,E7023-5G,Ethanol - 200 proof - 5g,chemicals,Sigma-Aldrich,50,199.15,190.87,9957.43,0.25,2905.11.00,Germany,True
LS001906,2024-10-21,RES1188,Research Institute,TF4934000,Pierce BCA Protein Assay Kit - Bulk,reagents,Thermo Fisher Scientific,25,191.32,253.81,4783.09,11.3,3822.00.10,USA,True
LS001907,2025-04-11,GOV1757,Government Lab,EP149797,Research plus Pipette 0.1-2.5 µL - Standard,lab_equipment,Eppendorf,1,235.44,285.0,235.44,0.1,9027.80.45,Germany,True
LS001908,2025-03-11,RES4795,Research Institute,E7023-5G,Ethanol - 200 proof - 5g,chemicals,Sigma-Aldrich,1,170.81,190.87,170.81,0.005,2905.11.00,Germany,True
LS001909,2023-08-23,ACA3248,Academic,BR2613819,4-20% Mini-PROTEAN TGX Gels Educational,lab_equipment,Bio-Rad,2,70.87,80.12,141.75,0.3,9027.80.45,USA,True
LS001910,2025-07-20,ACA1528,Academic,G8270-1G,Glucose - ACS reagent - 1g,biochemicals,Sigma-Aldrich,1,335.84,384.56,335.84,0.001,3822.00.10,Germany,True
LS001911,2024-06-16,PHA4590,Pharma Enterprise,BR3569477,C1000 Touch Thermal Cycler Starter Pack,lab_equipment,Bio-Rad,50,8162.7,8362.2,408135.08,644.0,9027.80.45,USA,True
LS001912,2023-11-26,BIO4368,Biotech Startup,271004-1G,Acetonitrile - CHROMASOLV® - 1g,chemicals,Sigma-Aldrich,2,57.95,62.91,115.89,0.002,2905.11.00,Germany,True
LS001913,2023-11-19,GOV7928,Government Lab,TF4022212,Sorvall LYNX 4000 Superspeed Centrifuge - Standard,lab_equipment,Thermo Fisher Scientific,1,40922.36,49085.5,40922.36,91.63,9027.80.45,USA,True
LS001914,2025-04-28,CRO2435,CRO,EP149797,Research plus Pipette 0.1-2.5 µL - Standard,lab_equipment,Eppendorf,10,284.5,285.0,2845.0,1.0,9027.80.45,Germany,True
LS001915,2024-06-28,ACA8594,Academic,BR2341757,Criterion TGX Precast Gels Bundle,lab_equipment,Bio-Rad,5,62.71,77.54,313.56,1.1,9027.80.45,USA,True
LS001916,2024-02-18,RES1387,Research Institute,TF8583113,TipOne Filter Tips 1000µL - Research,consumables,Thermo Fisher Scientific,10,84.27,100.61,842.74,4.779999999999999,3926.90.99,USA,True
LS001917,2024-06-29,GOV9206,Government Lab,TF8583113,TipOne Filter Tips 1000µL - Research,consumables,Thermo Fisher Scientific,2,88.23,100.61,176.45,0.956,3926.90.99,USA,True
LS001918,2024-02-11,BIO5633,Biotech Startup,TF9517775,TipOne Filter Tips 1000µL - Standard,consumables,Thermo Fisher Scientific,1,81.01,83.4,81.01,0.63,3926.90.99,USA,True
LS001919,2025-08-03,BIO9435,Biotech Startup,BR6504658,Mini-PROTEAN Tetra Cell Educational,lab_equipment,Bio-Rad,2,840.79,903.52,1681.58,3.4,9027.80.45,USA,True
LS001920,2025-05-24,BIO5202,Biotech Startup,L3771-5G,SDS - BioReagent - 5g,reagents,Sigma-Aldrich,5,649.5,695.4,3247.52,0.025,3822.00.10,Germany,True
LS001921,2025-03-04,CRO6475,CRO,BR2613819,4-20% Mini-PROTEAN TGX Gels Educational,lab_equipment,Bio-Rad,10,83.09,80.12,830.92,1.5,9027.80.45,USA,True
LS001922,2025-03-30,PHA8141,Pharma Enterprise,TF7018782,Lipofectamine 3000 Transfection Reagent - Educational,reagents,Thermo Fisher Scientific,50,503.64,495.2,25182.19,12.4,3822.00.10,USA,True
LS001923,2024-03-12,ACA3858,Academic,TF3115657,Pierce BCA Protein Assay Kit - Clinical,reagents,Thermo Fisher Scientific,1,223.96,249.84,223.96,0.474,3822.00.10,USA,True
LS001924,2025-01-24,RES9650,Research Institute,EP891125,epTIPS Pipette Tips 0.1-10 µL - Starter Kit,lab_equipment,Eppendorf,2,92.24,102.0,184.47,0.1,9027.80.45,Germany,True
LS001925,2024-03-06,BIO3180,Biotech Startup,EP537006,5430 Microcentrifuge 24 tubes - Standard,lab_equipment,Eppendorf,1,4460.8,4500.0,4460.8,18.5,9027.80.45,Germany,True
LS001926,2025-07-15,BIO8394,Biotech Startup,TF3695900,EVOS M5000 Imaging System - Standard,lab_equipment,Thermo Fisher Scientific,1,29256.01,32714.49,29256.01,14.846,9027.80.45,USA,True
LS001927,2024-07-07,BIO2304,Biotech Startup,D8418-25G,Dimethyl sulfoxide - BioReagent - 25g,chemicals,Sigma-Aldrich,2,861.88,936.53,1723.75,0.05,2905.11.00,Germany,True
LS001928,2023-09-30,CRO8658,CRO,E7023-100G,Ethanol - 200 proof - 100g,chemicals,Sigma-Aldrich,10,2029.07,2045.06,20290.68,1.0,2905.11.00,Germany,True
LS001929,2025-06-25,GOV7396,Government Lab,E5134-1G,EDTA - BioXtra - 1g,reagents,Sigma-Aldrich,1,153.15,194.46,153.15,0.001,3822.00.10,Germany,True
LS001930,2023-11-10,BIO1823,Biotech Startup,BR3019452,ChemiDoc MP Imaging System Bundle,lab_equipment,Bio-Rad,2,33711.15,35813.91,67422.31,43.76,9027.80.45,USA,True
LS001931,2023-09-05,RES2217,Research Institute,TF8636370,Matrix 2D Barcoded Tubes - Clinical,consumables,Thermo Fisher Scientific,1,213.28,238.73,213.28,0.303,3926.90.99,USA,True
LS001932,2023-10-10,RES2777,Research Institute,L3771-1G,SDS - BioReagent - 1g,reagents,Sigma-Aldrich,2,149.95,165.57,299.89,0.002,3822.00.10,Germany,True
LS001933,2023-11-18,GOV1960,Government Lab,EP255105,Research plus Pipette 0.5-10 µL - Standard,lab_equipment,Eppendorf,3,222.78,285.0,668.33,0.30000000000000004,9027.80.45,Germany,True
LS001934,2025-01-14,CRO8046,CRO,BR6664909,PowerPac HC High-Current Power Supply Bundle,lab_equipment,Bio-Rad,10,1348.14,1402.1,13481.37,31.0,9027.80.45,USA,True
LS001935,2025-02-20,CRO2458,CRO,271004-25G,Acetonitrile - CHROMASOLV® - 25g,chemicals,Sigma-Aldrich,50,986.65,993.91,49332.5,1.25,2905.11.00,Germany,True
LS001936,2024-02-04,CRO5127,CRO,EP109534,Research plus Pipette 10-100 µL - Starter Kit,lab_equipment,Eppendorf,25,331.36,342.0,8284.11,2.5,9027.80.45,Germany,True
LS001937,2025-04-18,CRO3662,CRO,EP298535,Research plus Pipette 2-20 µL - Standard,lab_equipment,Eppendorf,50,261.26,285.0,13062.98,5.0,9027.80.45,Germany,True
LS001938,2024-06-11,BIO5141,Biotech Startup,TF6621676,Lipofectamine 3000 Transfection Reagent - Research,reagents,Thermo Fisher Scientific,5,415.6,440.89,2077.99,1.25,3822.00.10,USA,True
LS001939,2024-11-14,CRO9113,CRO,EP378559,Mastercycler nexus GSX1 96-well - Starter Kit,lab_equipment,Eppendorf,100,14651.74,15000.0,1465173.84,2200.0,9027.80.45,Germany,True
LS001940,2025-05-29,GOV1146,Government Lab,34860-25G,Methanol - LC-MS - 25g,chemicals,Sigma-Aldrich,2,901.73,1033.55,1803.46,0.05,2905.11.00,Germany,True
LS001941,2024-11-14,GOV2519,Government Lab,T1503-5G,Tris base - ACS reagent - 5g,reagents,Sigma-Aldrich,2,657.9,816.58,1315.79,0.01,3822.00.10,Germany,True
LS001942,2024-06-16,ACA8098,Academic,TF5136221,Heratherm Advanced Protocol Incubator - Educational,lab_equipment,Thermo Fisher Scientific,1,7954.9,9124.86,7954.9,93.427,9027.80.45,USA,True
LS001943,2025-06-06,CRO4734,CRO,TF8426393,Matrix 2D Barcoded Tubes - Bulk,consumables,Thermo Fisher Scientific,10,170.9,171.53,1709.0,2.96,3926.90.99,USA,True
